Start Rank,End Rank,Wins,Matches,Avg Weighted Sanyaku Score,Signed Divergence
m3w,s1w,8,1,4.000,-15
m3w,s1w,10,7,9.857,-11
m3w,s1w,11,2,6.500,-9
m3w,s1w,12,1,9.000,-7
m3w,s1w,14,1,11.000,-3
m3w,k1e,8,1,8.000,-10
m3w,k1e,9,4,7.500,-8
m3w,k1e,10,5,8.800,-6
m3w,k1e,11,4,9.500,-4
m3w,k1w,8,8,7.125,-9
m3w,k1w,9,5,7.600,-7
m3w,k1w,10,6,6.833,-5
m3w,k1w,11,4,12.750,-3
m3w,k2e,10,1,6.000,-4
m3w,k2e,11,2,13.500,-2
m3w,k2w,10,1,12.000,-3
m3w,m1e,8,10,7.200,-4
m3w,m1e,9,7,9.857,-2
m3w,m1e,11,1,17.000,2
m3w,m1w,8,8,7.000,-3
m3w,m1w,9,2,11.500,-1
m3w,m1w,10,1,5.000,1
m3w,m2e,8,6,5.000,-2
m3w,m2w,8,3,6.667,-1
m3w,m3e,8,3,7.000,0
m3w,m3e,9,1,11.000,2
m3w,m3w,7,9,6.444,-1
m3w,m3w,8,1,5.000,1
m3w,m4e,6,1,2.000,-2
m3w,m4e,7,13,4.231,0
m3w,m4w,6,3,5.333,-1
m3w,m4w,7,17,5.941,1
m3w,m5e,4,1,6.000,-4
m3w,m5e,5,1,0.000,-2
m3w,m5e,6,6,6.000,0
m3w,m5e,7,1,5.000,2
m3w,m5w,4,1,1.000,-3
m3w,m5w,5,3,3.333,-1
m3w,m5w,6,13,3.462,1
m3w,m6e,5,5,5.000,0
m3w,m6e,6,11,3.182,2
m3w,m6e,7,1,4.000,4
m3w,m6w,4,1,0.000,-1
m3w,m6w,5,10,4.400,1
m3w,m6w,6,15,3.333,3
m3w,m7e,5,11,2.818,2
m3w,m7e,6,9,2.667,4
m3w,m7w,4,2,5.000,1
m3w,m7w,5,11,2.727,3
m3w,m7w,6,3,2.333,5
m3w,m8e,3,1,0.000,0
m3w,m8e,4,3,1.667,2
m3w,m8e,5,11,1.545,4
m3w,m8e,6,2,4.000,6
m3w,m8w,3,2,2.000,1
m3w,m8w,4,8,2.500,3
m3w,m8w,5,9,2.778,5
m3w,m8w,6,1,1.000,7
m3w,m9e,3,1,7.000,2
m3w,m9e,4,7,2.286,4
m3w,m9e,5,7,1.857,6
m3w,m9e,6,1,4.000,8
m3w,m9w,2,2,1.500,1
m3w,m9w,3,1,2.000,3
m3w,m9w,4,7,1.857,5
m3w,m9w,5,3,1.000,7
m3w,m10e,2,2,0.000,2
m3w,m10e,4,5,1.400,6
m3w,m10e,5,3,4.667,8
m3w,m10w,2,1,0.000,3
m3w,m10w,3,5,1.200,5
m3w,m10w,4,5,3.000,7
m3w,m10w,5,1,0.000,9
m3w,m11e,3,3,1.333,6
m3w,m11e,4,4,1.750,8
m3w,m11e,5,1,3.000,10
m3w,m11w,2,1,2.000,5
m3w,m11w,4,2,0.500,9
m3w,m11w,5,1,1.000,11
m3w,m12e,2,2,1.000,6
m3w,m12e,3,4,0.750,8
m3w,m12e,4,1,0.000,10
m3w,m12w,2,3,1.000,7
m3w,m12w,3,7,1.143,9
m3w,m12w,4,1,1.000,11
m3w,m13e,2,1,1.000,8
m3w,m13e,3,1,0.000,10
m3w,m13e,4,1,1.000,12
m3w,m13w,1,1,1.000,7
m3w,m13w,2,2,0.000,9
m3w,m14e,2,1,0.000,10
m3w,m15w,2,1,0.000,13
m4e,s1e,9,1,8.000,-15
m4e,s1e,10,1,9.000,-13
m4e,s1e,11,1,6.000,-11
m4e,s1e,12,1,6.000,-9
m4e,s1w,8,1,2.000,-16
m4e,s1w,9,1,9.000,-14
m4e,s1w,10,1,4.000,-12
m4e,s1w,12,3,10.333,-8
m4e,s1w,13,1,4.000,-6
m4e,s2w,13,1,10.000,-4
m4e,k1e,8,3,5.333,-11
m4e,k1e,9,4,7.000,-9
m4e,k1e,10,5,6.200,-7
m4e,k1e,11,3,6.667,-5
m4e,k1e,12,4,11.500,-3
m4e,k1w,8,8,5.625,-10
m4e,k1w,9,7,4.714,-8
m4e,k1w,10,3,7.000,-6
m4e,k1w,11,1,11.000,-4
m4e,k2e,11,1,10.000,-3
m4e,k2w,10,1,4.000,-4
m4e,m1e,8,8,5.125,-5
m4e,m1e,9,8,5.000,-3
m4e,m1e,10,2,12.000,-1
m4e,m1e,11,1,1.000,1
m4e,m1w,8,6,5.167,-4
m4e,m1w,9,4,6.000,-2
m4e,m2e,8,8,5.000,-3
m4e,m2e,9,4,8.500,-1
m4e,m2e,10,1,6.000,1
m4e,m2w,8,8,6.375,-2
m4e,m2w,9,1,10.000,0
m4e,m3e,7,1,3.000,-3
m4e,m3e,8,10,4.700,-1
m4e,m3w,8,3,4.667,0
m4e,m4e,7,5,5.400,-1
m4e,m4w,7,14,3.857,0
m4e,m5e,6,1,0.000,-1
m4e,m5e,7,21,3.714,1
m4e,m5w,6,5,3.200,0
m4e,m5w,7,9,3.111,2
m4e,m6e,5,2,4.500,-1
m4e,m6e,6,12,3.000,1
m4e,m6e,7,5,5.800,3
m4e,m6w,4,1,0.000,-2
m4e,m6w,5,2,2.000,0
m4e,m6w,6,13,3.231,2
m4e,m6w,7,1,2.000,4
m4e,m7e,4,1,0.000,-1
m4e,m7e,5,10,3.700,1
m4e,m7e,6,11,2.818,3
m4e,m7w,4,3,2.333,0
m4e,m7w,5,8,1.875,2
m4e,m7w,6,17,2.765,4
m4e,m8e,4,1,4.000,1
m4e,m8e,5,7,2.429,3
m4e,m8e,6,6,3.000,5
m4e,m8w,3,1,2.000,0
m4e,m8w,4,1,0.000,2
m4e,m8w,5,10,1.600,4
m4e,m8w,6,6,3.167,6
m4e,m9e,3,1,1.000,1
m4e,m9e,4,6,1.833,3
m4e,m9e,5,10,1.300,5
m4e,m9w,3,2,1.500,2
m4e,m9w,4,4,1.750,4
m4e,m9w,5,6,1.167,6
m4e,m9w,6,2,4.500,8
m4e,m10e,3,2,1.000,3
m4e,m10e,4,6,2.333,5
m4e,m10e,5,4,1.250,7
m4e,m10e,6,2,3.500,9
m4e,m10w,3,2,0.000,4
m4e,m10w,4,6,1.500,6
m4e,m10w,5,6,1.500,8
m4e,m11e,3,3,1.000,5
m4e,m11e,4,5,1.800,7
m4e,m11e,5,1,3.000,9
m4e,m11w,2,2,0.000,4
m4e,m11w,3,2,0.000,6
m4e,m11w,4,4,0.500,8
m4e,m11w,5,4,2.000,10
m4e,m12e,4,5,1.000,9
m4e,m12w,4,1,4.000,10
m4e,m13e,3,3,1.000,9
m4e,m13w,3,2,2.000,10
m4e,m14e,1,1,0.000,7
m4e,m14e,4,1,4.000,13
m4e,m14w,3,1,0.000,12
m4e,m15e,3,1,2.000,13
m4e,j1e,2,1,0.000,19
m4w,s1e,11,2,8.000,-12
m4w,s1e,14,1,9.000,-6
m4w,s1w,8,1,13.000,-17
m4w,s1w,9,2,5.500,-15
m4w,s1w,10,2,3.000,-13
m4w,s1w,11,3,13.000,-11
m4w,s1w,12,1,4.000,-9
m4w,s1w,13,2,8.000,-7
m4w,s1w,14,1,14.000,-5
m4w,s2e,14,1,10.000,-4
m4w,k1e,8,1,4.000,-12
m4w,k1e,9,2,12.000,-10
m4w,k1e,10,6,6.000,-8
m4w,k1e,11,3,8.667,-6
m4w,k1w,8,6,3.000,-11
m4w,k1w,9,2,5.000,-9
m4w,k1w,10,6,6.333,-7
m4w,k1w,11,2,3.000,-5
m4w,k2w,9,1,10.000,-7
m4w,k2w,10,2,5.500,-5
m4w,k2w,12,1,4.000,-1
m4w,m1e,8,10,3.200,-6
m4w,m1e,9,11,4.727,-4
m4w,m1e,10,4,4.750,-2
m4w,m1e,11,1,9.000,0
m4w,m1w,8,8,5.750,-5
m4w,m1w,9,6,4.333,-3
m4w,m1w,10,1,11.000,-1
m4w,m1w,11,1,12.000,1
m4w,m2e,8,7,4.714,-4
m4w,m2e,9,6,3.833,-2
m4w,m2w,8,10,5.700,-3
m4w,m3e,7,1,5.000,-4
m4w,m3e,8,7,1.714,-2
m4w,m3e,9,2,4.000,0
m4w,m3w,8,3,5.000,-1
m4w,m4e,8,3,2.000,0
m4w,m4w,6,1,0.000,-3
m4w,m4w,7,10,3.200,-1
m4w,m4w,8,1,4.000,1
m4w,m5e,6,1,0.000,-2
m4w,m5e,7,25,3.000,0
m4w,m5w,6,3,1.000,-1
m4w,m5w,7,21,1.476,1
m4w,m6e,5,1,0.000,-2
m4w,m6e,6,11,3.273,0
m4w,m6e,7,8,3.250,2
m4w,m6w,5,2,0.000,-1
m4w,m6w,6,9,3.000,1
m4w,m6w,7,4,3.500,3
m4w,m7e,4,1,0.000,-2
m4w,m7e,5,3,2.333,0
m4w,m7e,6,14,2.429,2
m4w,m7e,7,1,3.000,4
m4w,m7w,3,1,0.000,-3
m4w,m7w,5,8,3.625,1
m4w,m7w,6,8,2.500,3
m4w,m8e,4,1,5.000,0
m4w,m8e,5,6,2.333,2
m4w,m8e,6,7,2.429,4
m4w,m8w,4,5,0.800,1
m4w,m8w,5,8,1.750,3
m4w,m8w,6,4,3.000,5
m4w,m9e,3,2,2.500,0
m4w,m9e,5,3,0.333,4
m4w,m9e,6,4,3.500,6
m4w,m9w,3,1,0.000,1
m4w,m9w,4,4,1.000,3
m4w,m9w,5,6,1.000,5
m4w,m9w,6,2,2.500,7
m4w,m10e,2,1,0.000,0
m4w,m10e,3,1,1.000,2
m4w,m10e,4,4,1.500,4
m4w,m10e,5,3,0.667,6
m4w,m10e,6,3,0.000,8
m4w,m10w,2,1,0.000,1
m4w,m10w,3,2,1.500,3
m4w,m10w,4,7,1.429,5
m4w,m10w,5,2,1.000,7
m4w,m11e,3,1,6.000,4
m4w,m11e,4,5,1.000,6
m4w,m11e,5,4,0.250,8
m4w,m11w,2,2,2.500,3
m4w,m11w,3,1,1.000,5
m4w,m11w,4,4,1.750,7
m4w,m11w,5,2,1.500,9
m4w,m12e,1,1,0.000,2
m4w,m12e,3,2,0.500,6
m4w,m12e,4,3,1.000,8
m4w,m12e,5,1,0.000,10
m4w,m12w,1,1,0.000,3
m4w,m12w,3,1,0.000,7
m4w,m12w,4,1,0.000,9
m4w,m12w,5,1,3.000,11
m4w,m13e,2,1,0.000,6
m4w,m13e,3,1,0.000,8
m4w,m13w,2,1,0.000,7
m4w,m13w,4,1,2.000,11
m4w,m14e,2,2,0.000,8
m4w,m14e,3,1,0.000,10
m4w,m14e,4,2,0.000,12
m5e,s1w,9,2,6.500,-16
m5e,k1e,8,1,4.000,-13
m5e,k1e,9,2,1.500,-11
m5e,k1e,10,4,4.500,-9
m5e,k1e,11,4,3.500,-7
m5e,k1e,12,1,6.000,-5
m5e,k1w,8,6,1.167,-12
m5e,k1w,9,8,3.000,-10
m5e,k1w,10,4,4.500,-8
m5e,k1w,11,3,3.000,-6
m5e,k1w,12,1,6.000,-4
m5e,k1w,13,1,10.000,-2
m5e,k2e,10,1,7.000,-7
m5e,k2w,11,1,4.000,-4
m5e,k2w,12,1,5.000,-2
m5e,m1e,8,8,3.125,-7
m5e,m1e,9,7,2.143,-5
m5e,m1e,10,3,5.333,-3
m5e,m1e,11,4,3.500,-1
m5e,m1w,8,9,1.556,-6
m5e,m1w,9,11,2.909,-4
m5e,m1w,10,1,0.000,-2
m5e,m2e,8,15,2.267,-5
m5e,m2e,9,5,1.200,-3
m5e,m2w,8,9,3.889,-4
m5e,m2w,9,4,6.250,-2
m5e,m2w,10,1,0.000,0
m5e,m3e,8,5,2.800,-3
m5e,m3e,9,1,9.000,-1
m5e,m3e,10,2,5.500,1
m5e,m3w,8,6,1.167,-2
m5e,m4e,7,1,1.000,-3
m5e,m4e,8,3,4.333,-1
m5e,m4e,9,1,1.000,1
m5e,m4w,7,1,6.000,-2
m5e,m4w,8,1,0.000,0
m5e,m5e,7,3,1.667,-1
m5e,m5w,6,1,2.000,-2
m5e,m5w,7,5,2.600,0
m5e,m6e,7,21,2.810,1
m5e,m6w,6,5,2.000,0
m5e,m6w,7,16,1.938,2
m5e,m7e,6,10,1.400,1
m5e,m7e,7,6,0.667,3
m5e,m7w,5,2,0.500,0
m5e,m7w,6,9,1.444,2
m5e,m7w,7,2,3.500,4
m5e,m8e,5,9,1.000,1
m5e,m8e,6,15,2.200,3
m5e,m8w,4,1,0.000,0
m5e,m8w,5,6,0.667,2
m5e,m8w,6,11,1.455,4
m5e,m9e,4,1,0.000,1
m5e,m9e,5,9,1.667,3
m5e,m9e,6,11,0.818,5
m5e,m9w,4,2,2.000,2
m5e,m9w,5,12,0.500,4
m5e,m9w,6,7,2.000,6
m5e,m10e,4,3,1.000,3
m5e,m10e,5,9,1.667,5
m5e,m10e,6,2,1.000,7
m5e,m10w,3,2,6.500,2
m5e,m10w,4,4,0.750,4
m5e,m10w,5,5,1.000,6
m5e,m10w,6,1,0.000,8
m5e,m11e,4,3,1.000,5
m5e,m11e,5,5,1.400,7
m5e,m11w,2,1,2.000,2
m5e,m11w,3,2,0.000,4
m5e,m11w,4,6,0.333,6
m5e,m11w,5,4,0.000,8
m5e,m12e,4,8,0.500,7
m5e,m12e,5,3,1.333,9
m5e,m12w,3,1,0.000,6
m5e,m12w,4,3,0.000,8
m5e,m12w,5,2,1.500,10
m5e,m13e,3,1,0.000,7
m5e,m13e,5,1,0.000,11
m5e,m13w,2,1,5.000,6
m5e,m13w,3,2,1.000,8
m5e,m14e,3,1,3.000,9
m5e,m14w,3,1,0.000,10
m5e,m15e,2,1,0.000,9
m5e,m15e,3,1,0.000,11
m5w,s1w,10,1,4.000,-15
m5w,s1w,11,1,2.000,-13
m5w,k1e,8,1,2.000,-14
m5w,k1e,9,4,1.500,-12
m5w,k1e,10,5,3.800,-10
m5w,k1e,11,4,4.500,-8
m5w,k1e,12,2,6.000,-6
m5w,k1w,8,6,2.500,-13
m5w,k1w,9,5,2.400,-11
m5w,k1w,10,4,4.250,-9
m5w,k1w,11,4,4.500,-7
m5w,k1w,12,3,9.333,-5
m5w,k2w,11,2,4.000,-5
m5w,m1e,8,5,2.800,-8
m5w,m1e,9,11,3.182,-6
m5w,m1e,10,5,2.600,-4
m5w,m1e,11,2,0.500,-2
m5w,m1e,12,1,3.000,0
m5w,m1w,8,10,3.000,-7
m5w,m1w,9,11,3.545,-5
m5w,m1w,10,7,1.571,-3
m5w,m1w,11,2,1.000,-1
m5w,m2e,8,11,1.182,-6
m5w,m2e,9,7,1.286,-4
m5w,m2e,10,1,7.000,-2
m5w,m2w,8,14,1.786,-5
m5w,m2w,9,4,1.750,-3
m5w,m3e,8,10,2.100,-4
m5w,m3e,9,3,1.000,-2
m5w,m3w,8,7,2.286,-3
m5w,m3w,9,2,0.000,-1
m5w,m4e,8,6,2.167,-2
m5w,m4e,9,2,2.000,0
m5w,m4w,8,5,2.000,-1
m5w,m4w,9,1,5.000,1
m5w,m5w,7,9,1.000,-1
m5w,m6e,6,2,6.000,-2
m5w,m6e,7,19,1.579,0
m5w,m6w,6,7,0.857,-1
m5w,m6w,7,20,0.750,1
m5w,m7e,6,10,2.300,0
m5w,m7e,7,6,1.333,2
m5w,m7w,5,2,3.000,-1
m5w,m7w,6,18,1.444,1
m5w,m7w,7,2,0.000,3
m5w,m8e,4,2,0.000,-2
m5w,m8e,5,2,2.000,0
m5w,m8e,6,4,1.750,2
m5w,m8w,5,3,0.000,1
m5w,m8w,6,13,1.308,3
m5w,m9e,4,1,0.000,0
m5w,m9e,5,7,0.286,2
m5w,m9e,6,4,0.750,4
m5w,m9w,5,8,0.750,3
m5w,m9w,6,8,0.625,5
m5w,m10e,5,4,0.000,4
m5w,m10e,6,5,0.800,6
m5w,m10w,4,2,0.500,3
m5w,m10w,5,10,0.600,5
m5w,m10w,6,3,0.667,7
m5w,m11e,4,1,0.000,4
m5w,m11e,5,1,0.000,6
m5w,m11e,6,1,0.000,8
m5w,m11w,4,4,0.500,5
m5w,m11w,5,2,0.000,7
m5w,m12e,4,3,1.000,6
m5w,m12e,5,5,0.000,8
m5w,m12e,6,1,3.000,10
m5w,m12w,3,3,0.000,5
m5w,m12w,4,4,0.500,7
m5w,m12w,5,1,2.000,9
m5w,m13e,3,1,0.000,6
m5w,m13e,4,1,0.000,8
m5w,m13w,3,1,0.000,7
m5w,m13w,4,3,0.667,9
m5w,m14e,3,1,0.000,8
m5w,m14e,4,1,0.000,10
m5w,m14w,3,1,1.000,9
m5w,m15w,2,1,1.000,9
m5w,m15w,3,1,0.000,11
m5w,m16e,2,1,0.000,10
m5w,m16w,2,1,0.000,11
m5w,j1e,4,2,0.000,20
m6e,s1e,10,1,0.000,-17
m6e,s1e,11,1,3.000,-15
m6e,s1w,9,1,2.000,-18
m6e,s1w,10,2,5.500,-16
m6e,s1w,11,1,2.000,-14
m6e,k1e,9,1,2.000,-13
m6e,k1e,11,1,4.000,-9
m6e,k1e,12,1,3.000,-7
m6e,k1w,9,7,2.571,-12
m6e,k1w,10,5,1.000,-10
m6e,k1w,11,5,5.800,-8
m6e,k2w,11,1,6.000,-6
m6e,m1e,8,5,1.600,-9
m6e,m1e,9,11,2.455,-7
m6e,m1e,10,6,2.667,-5
m6e,m1e,11,4,1.000,-3
m6e,m1e,12,1,8.000,-1
m6e,m1w,8,12,0.750,-8
m6e,m1w,9,14,0.714,-6
m6e,m1w,10,1,0.000,-4
m6e,m1w,11,1,3.000,-2
m6e,m1w,12,1,0.000,0
m6e,m2e,8,14,0.786,-7
m6e,m2e,9,13,1.462,-5
m6e,m2e,10,2,0.000,-3
m6e,m2e,11,1,1.000,-1
m6e,m2w,8,12,1.250,-6
m6e,m2w,9,9,1.333,-4
m6e,m2w,10,3,2.667,-2
m6e,m3e,8,8,0.250,-5
m6e,m3e,9,7,2.429,-3
m6e,m3e,10,2,0.000,-1
m6e,m3w,8,14,1.214,-4
m6e,m3w,9,2,2.000,-2
m6e,m4e,8,8,0.375,-3
m6e,m4e,10,1,5.000,1
m6e,m4w,8,7,0.000,-2
m6e,m5e,8,4,1.250,-1
m6e,m5e,9,1,0.000,1
m6e,m5w,8,2,0.500,0
m6e,m6e,7,2,0.000,-1
m6e,m6w,7,11,0.909,0
m6e,m7e,6,1,2.000,-1
m6e,m7e,7,19,0.368,1
m6e,m7w,7,14,0.929,2
m6e,m8e,6,6,1.333,1
m6e,m8e,7,6,0.500,3
m6e,m8w,6,10,1.100,2
m6e,m8w,7,5,1.000,4
m6e,m9e,4,1,3.000,-1
m6e,m9e,5,2,0.000,1
m6e,m9e,6,10,0.900,3
m6e,m9e,7,2,0.000,5
m6e,m9w,5,3,0.000,2
m6e,m9w,6,11,0.091,4
m6e,m9w,7,1,0.000,6
m6e,m10e,4,1,5.000,1
m6e,m10e,5,4,0.000,3
m6e,m10e,6,11,0.818,5
m6e,m10w,4,3,0.333,2
m6e,m10w,5,6,0.500,4
m6e,m10w,6,5,0.000,6
m6e,m11e,3,1,0.000,1
m6e,m11e,4,1,0.000,3
m6e,m11e,5,5,0.000,5
m6e,m11e,6,6,0.000,7
m6e,m11w,4,4,1.250,4
m6e,m11w,5,12,0.333,6
m6e,m11w,6,3,0.000,8
m6e,m12e,4,4,0.500,5
m6e,m12e,5,1,0.000,7
m6e,m12w,4,4,0.000,6
m6e,m12w,5,3,0.333,8
m6e,m13e,4,1,0.000,7
m6e,m13e,5,3,0.667,9
m6e,m13w,4,3,0.000,8
m6e,m13w,5,1,0.000,10
m6e,m14e,4,1,0.000,9
m6e,m14w,2,1,0.000,6
m6e,m14w,3,1,0.000,8
m6e,m15e,3,1,1.000,9
m6e,m15e,4,3,0.000,11
m6e,m16w,2,1,0.000,10
m6e,j1e,2,1,0.000,15
m6w,s1e,11,1,0.000,-16
m6w,s1w,12,4,8.250,-13
m6w,k1e,8,1,0.000,-16
m6w,k1e,9,1,0.000,-14
m6w,k1e,10,5,2.800,-12
m6w,k1e,11,5,2.800,-10
m6w,k1e,12,1,5.000,-8
m6w,k1w,9,1,0.000,-13
m6w,k1w,10,7,2.000,-11
m6w,k1w,11,5,1.400,-9
m6w,k1w,12,1,5.000,-7
m6w,m1e,8,4,0.250,-10
m6w,m1e,9,9,1.667,-8
m6w,m1e,10,5,3.000,-6
m6w,m1e,11,1,0.000,-4
m6w,m1e,12,1,2.000,-2
m6w,m1w,8,8,0.500,-9
m6w,m1w,9,7,0.571,-7
m6w,m1w,10,3,3.000,-5
m6w,m1w,11,3,5.667,-3
m6w,m2e,8,10,0.400,-8
m6w,m2e,9,6,0.667,-6
m6w,m2e,10,6,2.000,-4
m6w,m2e,11,2,2.000,-2
m6w,m2w,8,12,1.083,-7
m6w,m2w,9,11,1.545,-5
m6w,m2w,10,2,1.000,-3
m6w,m2w,11,2,3.000,-1
m6w,m3e,8,13,0.692,-6
m6w,m3e,9,6,1.333,-4
m6w,m3e,10,1,1.000,-2
m6w,m3w,8,7,1.857,-5
m6w,m3w,9,4,0.000,-3
m6w,m3w,10,1,0.000,-1
m6w,m4e,8,7,0.429,-4
m6w,m4e,9,2,0.000,-2
m6w,m4w,8,8,1.250,-3
m6w,m4w,9,1,0.000,-1
m6w,m5e,8,4,0.000,-2
m6w,m5e,9,1,1.000,0
m6w,m5w,8,4,0.500,-1
m6w,m6e,7,1,1.000,-2
m6w,m6e,8,1,0.000,0
m6w,m6w,7,2,0.000,-1
m6w,m7e,5,1,4.000,-4
m6w,m7e,7,16,0.812,0
m6w,m7w,6,2,1.000,-1
m6w,m7w,7,15,0.000,1
m6w,m8e,6,5,0.600,0
m6w,m8e,7,7,0.714,2
m6w,m8w,5,1,2.000,-1
m6w,m8w,6,9,0.222,1
m6w,m8w,7,6,0.000,3
m6w,m9e,5,1,0.000,0
m6w,m9e,6,11,0.455,2
m6w,m9w,5,2,1.000,1
m6w,m9w,6,12,0.583,3
m6w,m9w,7,4,0.500,5
m6w,m10e,4,1,0.000,0
m6w,m10e,5,2,2.000,2
m6w,m10e,6,11,0.455,4
m6w,m10w,4,2,0.000,1
m6w,m10w,5,7,0.000,3
m6w,m10w,6,9,0.667,5
m6w,m11e,4,2,0.000,2
m6w,m11e,5,5,0.400,4
m6w,m11e,6,4,0.750,6
m6w,m11w,4,2,0.000,3
m6w,m11w,5,7,0.286,5
m6w,m11w,6,6,0.000,7
m6w,m12e,4,4,0.250,4
m6w,m12e,5,4,0.500,6
m6w,m12e,6,3,0.000,8
m6w,m12w,3,1,0.000,3
m6w,m12w,4,4,0.250,5
m6w,m12w,5,3,0.667,7
m6w,m13e,4,3,0.000,6
m6w,m13e,5,1,0.000,8
m6w,m13w,3,1,1.000,5
m6w,m13w,4,2,0.000,7
m6w,m13w,5,3,0.000,9
m6w,m14e,3,2,0.000,6
m6w,m14e,4,4,0.750,8
m6w,m14e,5,1,0.000,10
m6w,m14w,4,1,0.000,9
m6w,m15e,2,1,0.000,6
m6w,m15e,3,3,0.000,8
m6w,m15e,4,1,0.000,10
m6w,j1e,3,1,0.000,16
m6w,j1e,4,2,0.000,18
m6w,j1w,1,1,0.000,13
m7e,s1w,12,4,5.500,-14
m7e,k1e,9,2,0.000,-15
m7e,k1e,10,2,4.000,-13
m7e,k1e,11,2,2.500,-11
m7e,k1e,12,2,3.500,-9
m7e,k1w,9,4,0.250,-14
m7e,k1w,11,4,2.000,-10
m7e,k1w,12,1,4.000,-8
m7e,k2e,11,1,0.000,-9
m7e,m1e,8,2,0.000,-11
m7e,m1e,9,3,0.000,-9
m7e,m1e,10,5,1.800,-7
m7e,m1e,11,4,1.000,-5
m7e,m1e,12,2,5.500,-3
m7e,m1w,8,7,0.571,-10
m7e,m1w,9,7,0.857,-8
m7e,m1w,10,6,0.500,-6
m7e,m1w,12,1,3.000,-2
m7e,m2e,8,6,0.500,-9
m7e,m2e,9,9,0.556,-7
m7e,m2e,10,6,1.667,-5
m7e,m2e,11,1,2.000,-3
m7e,m2e,12,1,3.000,-1
m7e,m2w,8,12,0.333,-8
m7e,m2w,9,8,1.000,-6
m7e,m2w,10,4,0.500,-4
m7e,m3e,8,11,0.545,-7
m7e,m3e,9,10,1.000,-5
m7e,m3e,10,3,1.667,-3
m7e,m3e,11,1,0.000,-1
m7e,m3w,8,17,0.588,-6
m7e,m3w,9,8,0.375,-4
m7e,m4e,8,12,0.333,-5
m7e,m4e,9,6,0.833,-3
m7e,m4w,8,8,0.000,-4
m7e,m4w,9,1,0.000,-2
m7e,m5e,8,10,0.100,-3
m7e,m5e,9,2,0.000,-1
m7e,m5w,7,1,0.000,-4
m7e,m5w,8,3,1.000,-2
m7e,m5w,9,1,0.000,0
m7e,m6e,8,4,0.000,-1
m7e,m6w,8,3,0.000,0
m7e,m7e,7,5,0.200,-1
m7e,m7w,7,6,0.333,0
m7e,m8e,7,16,0.188,1
m7e,m8w,6,1,4.000,0
m7e,m8w,7,12,0.500,2
m7e,m9e,6,7,0.000,1
m7e,m9e,7,11,0.000,3
m7e,m9w,5,2,0.500,0
m7e,m9w,6,7,0.143,2
m7e,m9w,7,5,0.000,4
m7e,m10e,5,1,0.000,1
m7e,m10e,6,11,0.364,3
m7e,m10w,5,1,0.000,2
m7e,m10w,6,11,0.000,4
m7e,m10w,7,1,0.000,6
m7e,m11e,5,2,0.000,3
m7e,m11e,6,6,0.167,5
m7e,m11w,4,1,0.000,2
m7e,m11w,5,8,0.125,4
m7e,m11w,6,8,0.000,6
m7e,m12e,3,1,0.000,1
m7e,m12e,4,2,0.000,3
m7e,m12e,5,6,0.000,5
m7e,m12e,6,8,0.625,7
m7e,m12w,4,3,0.333,4
m7e,m12w,5,4,0.000,6
m7e,m12w,6,2,0.000,8
m7e,m13e,4,4,0.000,5
m7e,m13e,5,4,1.500,7
m7e,m13w,4,2,0.000,6
m7e,m13w,5,7,0.571,8
m7e,m14e,3,1,0.000,5
m7e,m14e,4,1,0.000,7
m7e,m14e,5,2,0.000,9
m7e,m14w,5,1,0.000,10
m7e,m15e,4,1,0.000,9
m7e,m15w,3,1,0.000,8
m7e,m15w,4,1,0.000,10
m7e,m16e,3,1,0.000,9
m7e,j2e,4,1,0.000,19
m7e,j3e,1,2,0.000,15
m7e,j3e,2,1,0.000,17
m7e,j4e,3,1,0.000,21
m7e,j4w,3,1,0.000,22
m7w,s1w,10,1,3.000,-19
m7w,s1w,11,1,1.000,-17
m7w,k1e,10,3,1.667,-14
m7w,k1e,11,1,0.000,-12
m7w,k1e,12,1,2.000,-10
m7w,k1e,13,1,5.000,-8
m7w,k1w,9,3,1.667,-15
m7w,k1w,10,4,1.750,-13
m7w,k1w,12,1,3.000,-9
m7w,k2e,12,1,12.000,-8
m7w,k2w,12,1,6.000,-7
m7w,m1e,8,1,2.000,-12
m7w,m1e,9,2,1.000,-10
m7w,m1e,10,8,1.000,-8
m7w,m1e,11,4,1.000,-6
m7w,m1e,12,2,2.500,-4
m7w,m1w,8,3,0.000,-11
m7w,m1w,9,12,1.000,-9
m7w,m1w,10,4,0.250,-7
m7w,m1w,11,3,0.333,-5
m7w,m2e,8,7,0.429,-10
m7w,m2e,9,12,0.917,-8
m7w,m2e,10,5,0.800,-6
m7w,m2e,11,1,2.000,-4
m7w,m2w,8,10,1.100,-9
m7w,m2w,9,4,0.000,-7
m7w,m2w,10,2,1.500,-5
m7w,m2w,11,2,1.500,-3
m7w,m3e,8,9,0.111,-8
m7w,m3e,9,8,0.000,-6
m7w,m3e,10,3,1.000,-4
m7w,m3w,8,11,0.273,-7
m7w,m3w,9,6,0.333,-5
m7w,m3w,10,1,3.000,-3
m7w,m3w,11,1,4.000,-1
m7w,m4e,8,17,0.118,-6
m7w,m4e,9,4,1.000,-4
m7w,m4e,10,2,1.000,-2
m7w,m4w,8,12,0.083,-5
m7w,m4w,9,4,0.000,-3
m7w,m5e,8,10,0.000,-4
m7w,m5e,9,3,0.333,-2
m7w,m5w,8,10,0.600,-3
